name,group,order,types,description
SDL_StretchSurface,27,814,SDL_Surface SDL_Rect SDL_ScaleMode bool,Perform a stretched pixel copy from one surface to another.
SDL_StringToGUID,49,1106,char SDL_GUID,Convert a GUID string into a SDL_GUID structure.
SDL_SubmitGPUCommandBuffer,36,985,SDL_GPUCommandBuffer bool,Submits a command buffer so its commands can be processed on the GPU.
SDL_SubmitGPUCommandBufferAndAcquireFence,36,986,SDL_GPUCommandBuffer SDL_GPUFence,"Submits a command buffer so its commands can be processed on the GPU, and acquires a fence associated with the command buffer."
SDL_SurfaceHasAlternateImages,27,767,SDL_Surface bool,Return whether a surface has alternate versions available.
SDL_SurfaceHasColorKey,27,787,SDL_Surface bool,Returns whether the surface has a color key.
SDL_SurfaceHasRLE,27,785,SDL_Surface bool,Returns whether the surface is RLE enabled.
SDL_Swap16,43,1037,Uint16,Byte-swap an unsigned 16-bit number.
SDL_Swap32,43,1038,Uint32,Byte-swap an unsigned 32-bit number.
SDL_Swap64,43,1039,Uint64,Byte-swap an unsigned 64-bit number.
SDL_SwapFloat,43,1036,float,Byte-swap a floating point number.
SDL_SyncWindow,6,127,SDL_Window bool,Block until any pending window state is finalized.
SDL_TellIO,23,680,SDL_IOStream Sint64,Determine the current read/write offset in an SDL_IOStream data stream.
SDL_TextInputActive,8,216,SDL_Window bool,Check whether or not Unicode text input events are enabled for a window.
SDL_TimeFromWindows,15,479,Uint32 SDL_Time,"Converts a Windows FILETIME (100-nanosecond intervals since January 1, 1601) to an SDL time."
SDL_TimeToDateTime,15,476,SDL_Time SDL_DateTime bool,Converts an SDL_Time in nanoseconds since the epoch to a calendar time in the SDL_DateTime format.
SDL_TimeToWindows,15,478,SDL_Time Uint32,"Converts an SDL time into a Windows FILETIME (100-nanosecond intervals since January 1, 1601)."
SDL_TryLockJoysticks,12,327,bool,Locking for atomic access to the joystick API.
SDL_TryLockMutex,20,617,SDL_Mutex bool,Try to lock a mutex without blocking.
SDL_TryLockRWLockForReading,20,623,SDL_RWLock bool,Try to lock a read/write lock _for reading_ without blocking.
SDL_TryLockRWLockForWriting,20,624,SDL_RWLock bool,Try to lock a read/write lock _for writing_ without blocking.
SDL_TryLockSpinlock,21,643,SDL_SpinLock bool,Try to lock a spin lock by setting it to a non-zero value.
SDL_TryWaitSemaphore,20,630,SDL_Semaphore bool,See if a semaphore has a positive value and decrement it if it does.
SDL_UCS4ToUTF8,50,1209,Uint32 char,Convert a single Unicode codepoint to UTF-8.
SDL_UnbindAudioStream,14,436,SDL_AudioStream,Unbind a single audio stream from its audio device.
SDL_UnbindAudioStreams,14,435,SDL_AudioStream int,Unbind a list of audio streams from their audio devices.
SDL_UnloadObject,18,602,SDL_SharedObject,Unload a shared object from memory.
SDL_UnlockAudioStream,14,462,SDL_AudioStream bool,Unlock an audio stream for serialized access.
SDL_UnlockJoysticks,12,328,,Unlocking for atomic access to the joystick API.
SDL_UnlockMutex,20,618,SDL_Mutex,Unlock the mutex.
SDL_UnlockProperties,4,29,SDL_PropertiesID,Unlock a group of properties.
SDL_UnlockRWLock,20,625,SDL_RWLock,Unlock the read/write lock.
SDL_UnlockSpinlock,21,645,SDL_SpinLock,Unlock a spin lock by setting it to 0.
SDL_UnlockSurface,27,771,SDL_Surface,Release a surface after directly accessing the pixels.
SDL_UnlockTexture,17,532,SDL_Texture,"Unlock a texture, uploading the changes to video memory, if needed."
SDL_UnmapGPUTransferBuffer,36,964,SDL_GPUDevice SDL_GPUTransferBuffer,Unmaps a previously mapped transfer buffer.
SDL_UnsetEnvironmentVariable,50,1123,SDL_Environment char bool,Clear a variable from the environment.
SDL_UpdateGamepads,11,296,,Manually pump gamepad updates if not using the loop.
SDL_UpdateHapticEffect,13,402,SDL_Haptic SDL_HapticEffectID SDL_HapticEffect bool,Update the properties of an effect.
SDL_UpdateJoysticks,12,372,,Update the current state of the open joysticks.
SDL_UpdateNVTexture,17,529,SDL_Texture SDL_Rect Uint8 int bool,Update a rectangle within a planar NV12 or NV21 texture with new pixels.
SDL_UpdateSensors,40,1024,,Update the current state of the open sensors.
SDL_UpdateTexture,17,527,SDL_Texture SDL_Rect int bool,Update the given texture rectangle with new pixel data.
SDL_UpdateTrays,34,898,,Update the trays.
SDL_UpdateWindowSurface,6,132,SDL_Window bool,Copy the window surface to the screen.
SDL_UpdateWindowSurfaceRects,6,133,SDL_Window SDL_Rect int bool,Copy areas of the window surface to the screen.
SDL_UpdateYUVTexture,17,528,SDL_Texture SDL_Rect Uint8 int bool,Update a rectangle within a planar YV12 or IYUV texture with new pixel data.
SDL_UploadToGPUBuffer,36,967,SDL_GPUCopyPass SDL_GPUTransferBufferLocation SDL_GPUBufferRegion bool,Uploads data from a transfer buffer to a buffer.
SDL_UploadToGPUTexture,36,966,SDL_GPUCopyPass SDL_GPUTextureTransferInfo SDL_GPUTextureRegion bool,Uploads data from a transfer buffer to a texture.
SDL_Vulkan_CreateSurface,37,1004,SDL_Window VkInstance VkAllocationCallbacks VkSurfaceKHR bool,Create a Vulkan rendering surface for a window.
SDL_Vulkan_DestroySurface,37,1005,VkInstance VkSurfaceKHR VkAllocationCallbacks,Destroy the Vulkan rendering surface of a window.
SDL_Vulkan_GetInstanceExtensions,37,1003,Uint32 char,Get the Vulkan instance extensions needed for vkCreateInstance.
SDL_Vulkan_GetPresentationSupport,37,1006,VkInstance VkPhysicalDevice Uint32 bool,Query support for presentation via a given physical device and queue family.
SDL_Vulkan_GetVkGetInstanceProcAddr,37,1001,SDL_FunctionPointer,Get the address of the `vkGetInstanceProcAddr` function.
SDL_Vulkan_LoadLibrary,37,1000,char bool,Dynamically load the Vulkan loader library.
SDL_Vulkan_UnloadLibrary,37,1002,,Unload the Vulkan library previously loaded by SDL_Vulkan_LoadLibrary().
SDL_WaitAndAcquireGPUSwapchainTexture,36,984,SDL_GPUCommandBuffer SDL_Window SDL_GPUTexture Uint32 bool,"Blocks the thread until a swapchain texture is available to be acquired, and then acquires it."
SDL_WaitAsyncIOResult,24,726,SDL_AsyncIOQueue SDL_AsyncIOOutcome Sint32 bool,Block until an async I/O task queue has a completed task.
SDL_WaitCondition,20,638,SDL_Condition SDL_Mutex,Wait until a condition variable is signaled.
SDL_WaitConditionTimeout,20,639,SDL_Condition SDL_Mutex Sint32 bool,Wait until a condition variable is signaled or a certain time has passed.
SDL_WaitEvent,7,186,SDL_Event bool,Wait indefinitely for the next available event.
SDL_WaitEventTimeout,7,187,SDL_Event Sint32 bool,Wait until the specified timeout (in milliseconds) for the next available event.
SDL_WaitForGPUFences,36,989,SDL_GPUDevice bool SDL_GPUFence Uint32,Blocks the thread until the given fences are signaled.
SDL_WaitForGPUIdle,36,988,SDL_GPUDevice bool,Blocks the thread until the GPU is completely idle.
SDL_WaitForGPUSwapchain,36,983,SDL_GPUDevice SDL_Window bool,Blocks the thread until all presenting command buffers are finished executing.
SDL_WaitProcess,41,1032,SDL_Process bool int,Wait for a process to finish.
SDL_WaitSemaphore,20,629,SDL_Semaphore,Wait until a semaphore has a positive value and then decrements it.
SDL_WaitSemaphoreTimeout,20,631,SDL_Semaphore Sint32 bool,Wait until a semaphore has a positive value and then decrements it.
SDL_WaitThread,19,609,SDL_Thread int,Wait for a thread to finish.
SDL_WarpMouseGlobal,9,231,float bool,Move the mouse to the given position in global screen space.
SDL_WarpMouseInWindow,9,230,SDL_Window float,Move the mouse cursor to the given position within the window.
SDL_WasInit,0,3,SDL_InitFlags,Get a mask of the specified subsystems which are currently initialized.
SDL_WindowHasSurface,6,128,SDL_Window bool,Return whether the window has a surface associated with it.
SDL_WindowSupportsGPUPresentMode,36,976,SDL_GPUDevice SDL_Window SDL_GPUPresentMode bool,Determines whether a presentation mode is supported by the window.
SDL_WindowSupportsGPUSwapchainComposition,36,975,SDL_GPUDevice SDL_Window SDL_GPUSwapchainComposition bool,Determines whether a swapchain composition is supported by the window.
SDL_WriteAsyncIO,24,721,SDL_AsyncIO Uint64 SDL_AsyncIOQueue bool,Start an async write.
SDL_WriteIO,23,682,SDL_IOStream size_t,Write to an SDL_IOStream data stream.
SDL_WriteS16BE,23,709,SDL_IOStream Sint16 bool,Use this function to write 16 bits in native format to an SDL_IOStream as big-endian data.
SDL_WriteS16LE,23,707,SDL_IOStream Sint16 bool,Use this function to write 16 bits in native format to an SDL_IOStream as little-endian data.
SDL_WriteS32BE,23,713,SDL_IOStream Sint32 bool,Use this function to write 32 bits in native format to an SDL_IOStream as big-endian data.
SDL_WriteS32LE,23,711,SDL_IOStream Sint32 bool,Use this function to write 32 bits in native format to an SDL_IOStream as little-endian data.
SDL_WriteS64BE,23,717,SDL_IOStream Sint64 bool,Use this function to write 64 bits in native format to an SDL_IOStream as big-endian data.
SDL_WriteS64LE,23,715,SDL_IOStream Sint64 bool,Use this function to write 64 bits in native format to an SDL_IOStream as little-endian data.
SDL_WriteS8,23,705,SDL_IOStream Sint8 bool,Use this function to write a signed byte to an SDL_IOStream.
SDL_WriteStorageFile,25,737,SDL_Storage char Uint64 bool,Synchronously write a file from client memory into a storage container.
SDL_WriteSurfacePixel,27,822,SDL_Surface int Uint8 bool,Writes a single pixel to a surface.
SDL_WriteSurfacePixelFloat,27,823,SDL_Surface int float bool,Writes a single pixel to a surface.
SDL_WriteU16BE,23,708,SDL_IOStream Uint16 bool,Use this function to write 16 bits in native format to an SDL_IOStream as big-endian data.
SDL_WriteU16LE,23,706,SDL_IOStream Uint16 bool,Use this function to write 16 bits in native format to an SDL_IOStream as little-endian data.
SDL_WriteU32BE,23,712,SDL_IOStream Uint32 bool,Use this function to write 32 bits in native format to an SDL_IOStream as big-endian data.
SDL_WriteU32LE,23,710,SDL_IOStream Uint32 bool,Use this function to write 32 bits in native format to an SDL_IOStream as little-endian data.
SDL_WriteU64BE,23,716,SDL_IOStream Uint64 bool,Use this function to write 64 bits in native format to an SDL_IOStream as big-endian data.
SDL_WriteU64LE,23,714,SDL_IOStream Uint64 bool,Use this function to write 64 bits in native format to an SDL_IOStream as little-endian data.
SDL_WriteU8,23,704,SDL_IOStream Uint8 bool,Use this function to write a byte to an SDL_IOStream.
SDL_abs,50,1133,int,Compute the absolute value of `x`.
SDL_acos,50,1225,double,Compute the arc cosine of `x`.
SDL_acosf,50,1226,float,Compute the arc cosine of `x`.
SDL_aligned_alloc,50,1114,size_t,Allocate memory aligned to a specific alignment.
SDL_aligned_alloc_zero,50,1115,size_t,Allocate zero-initialized memory aligned to a specific alignment.
SDL_aligned_free,50,1116,,Free memory allocated by SDL_aligned_alloc().
SDL_asin,50,1227,double,Compute the arc sine of `x`.
SDL_asinf,50,1228,float,Compute the arc sine of `x`.
SDL_asprintf,50,1216,char int,This works exactly like asprintf() but doesn't require access to a C runtime.
SDL_atan,50,1229,double,Compute the arc tangent of `x`.
SDL_atan2,50,1231,double,"Compute the arc tangent of `y / x`, using the signs of x and y to adjust the result's quadrant."
SDL_atan2f,50,1232,float,"Compute the arc tangent of `y / x`, using the signs of x and y to adjust the result's quadrant."
SDL_atanf,50,1230,float,Compute the arc tangent of `x`.
SDL_atof,50,1196,char double,Parse a `double` from a string.
SDL_atoi,50,1195,char int,Parse an `int` from a string.
SDL_bsearch,50,1130,size_t SDL_CompareCallback,Perform a binary search on a previously sorted array.
SDL_bsearch_r,50,1132,size_t SDL_CompareCallback_r,"Perform a binary search on a previously sorted array, passing a userdata pointer to the compare function."
SDL_calloc,50,1108,size_t,Allocate a zero-initialized array.
SDL_ceil,50,1233,double,Compute the ceiling of `x`.
SDL_ceilf,50,1234,float,Compute the ceiling of `x`.
SDL_copysign,50,1235,double,Copy the sign of one floating-point value to another.
SDL_copysignf,50,1236,float,Copy the sign of one floating-point value to another.
SDL_cos,50,1237,double,Compute the cosine of `x`.
SDL_cosf,50,1238,float,Compute the cosine of `x`.
SDL_crc16,50,1148,Uint16 size_t,Calculate a CRC-16 value.
SDL_crc32,50,1149,Uint32 size_t,Calculate a CRC-32 value.
SDL_exp,50,1239,double,Compute the exponential of `x`.
SDL_expf,50,1240,float,Compute the exponential of `x`.
SDL_fabs,50,1241,double,Compute the absolute value of `x`
SDL_fabsf,50,1242,float,Compute the absolute value of `x`
SDL_floor,50,1243,double,Compute the floor of `x`.
SDL_floorf,50,1244,float,Compute the floor of `x`.
SDL_fmod,50,1247,double,Return the floating-point remainder of `x / y`
SDL_fmodf,50,1248,float,Return the floating-point remainder of `x / y`
SDL_free,50,1110,,Free allocated memory.
SDL_getenv,50,1125,char,Get the value of a variable in the environment.
SDL_getenv_unsafe,50,1126,char,Get the value of a variable in the environment.
SDL_iconv,50,1275,SDL_iconv_t char size_t,"This function converts text between encodings, reading from and writing to a buffer."
SDL_iconv_close,50,1274,SDL_iconv_t int,This function frees a context used for character set conversion.
SDL_iconv_open,50,1273,char SDL_iconv_t,This function allocates a context for the specified character set conversion.
SDL_iconv_string,50,1276,char size_t,Helper function to convert a string's encoding in one call.
SDL_isalnum,50,1135,int,Query if a character is alphabetic (a letter) or a number.
SDL_isalpha,50,1134,int,Query if a character is alphabetic (a letter).
SDL_isblank,50,1136,int,Report if a character is blank (a space or tab).
SDL_iscntrl,50,1137,int,Report if a character is a control character.
SDL_isdigit,50,1138,int,Report if a character is a numeric digit.
SDL_isgraph,50,1145,int,"Report if a character is any ""printable"" except space."
SDL_isinf,50,1249,double int,Return whether the value is infinity.
SDL_isinff,50,1250,float int,Return whether the value is infinity.
SDL_islower,50,1143,int,Report if a character is lower case.
SDL_isnan,50,1251,double int,Return whether the value is NaN.
SDL_isnanf,50,1252,float int,Return whether the value is NaN.
SDL_isprint,50,1144,int,"Report if a character is ""printable""."
SDL_ispunct,50,1140,int,Report if a character is a punctuation mark.
SDL_isspace,50,1141,int,Report if a character is whitespace.
SDL_isupper,50,1142,int,Report if a character is upper case.
SDL_isxdigit,50,1139,int,Report if a character is a hexadecimal digit.
SDL_itoa,50,1189,int char,Convert an integer into a string.
SDL_lltoa,50,1193,char int,Convert a long long integer into a string.
SDL_log,50,1253,double,Compute the natural logarithm of `x`.
SDL_log10,50,1255,double,Compute the base-10 logarithm of `x`.
SDL_log10f,50,1256,float,Compute the base-10 logarithm of `x`.
SDL_logf,50,1254,float,Compute the natural logarithm of `x`.
SDL_lround,50,1263,double long,Round `x` to the nearest integer representable as a long
SDL_lroundf,50,1264,float long,Round `x` to the nearest integer representable as a long
SDL_ltoa,50,1191,long char int,Convert a long integer into a string.
SDL_malloc,50,1107,size_t,Allocate uninitialized memory.
SDL_memcmp,50,1155,size_t int,Compare two buffers of memory.
SDL_memcpy,50,1151,size_t,Copy non-overlapping memory.
SDL_memmove,50,1152,size_t,Copy memory ranges that might overlap.
SDL_memset,50,1153,int size_t,Initialize all bytes of buffer of memory to a specific value.
SDL_memset4,50,1154,Uint32 size_t,Initialize all 32-bit words of buffer of memory to a specific value.
SDL_modf,50,1257,double,Split `x` into integer and fractional parts
SDL_modff,50,1258,float,Split `x` into integer and fractional parts
SDL_murmur3_32,50,1150,size_t Uint32,Calculate a 32-bit MurmurHash3 value for a block of data.
SDL_pow,50,1259,double,Raise `x` to the power `y`
SDL_powf,50,1260,float,Raise `x` to the power `y`
SDL_qsort,50,1129,size_t SDL_CompareCallback,Sort an array.
SDL_qsort_r,50,1131,size_t SDL_CompareCallback_r,"Sort an array, passing a userdata pointer to the compare function."
SDL_rand,50,1219,Sint32,Generate a pseudo-random number less than n for positive n
SDL_rand_bits,50,1221,Uint32,Generate 32 pseudo-random bits.
SDL_rand_bits_r,50,1224,Uint64 Uint32,Generate 32 pseudo-random bits.
SDL_rand_r,50,1222,Uint64 Sint32,Generate a pseudo-random number less than n for positive n
SDL_randf,50,1220,float,Generate a uniform pseudo-random floating point number less than 1.0
SDL_randf_r,50,1223,Uint64 float,Generate a uniform pseudo-random floating point number less than 1.0
SDL_realloc,50,1109,size_t,Change the size of allocated memory.
SDL_round,50,1261,double,Round `x` to the nearest integer.
SDL_roundf,50,1262,float,Round `x` to the nearest integer.
SDL_scalbn,50,1265,double int,Scale `x` by an integer power of two.
SDL_scalbnf,50,1266,float int,Scale `x` by an integer power of two.
SDL_setenv_unsafe,50,1127,char int,Set the value of a variable in the environment.
SDL_sin,50,1267,double,Compute the sine of `x`.
SDL_sinf,50,1268,float,Compute the sine of `x`.
SDL_size_add_check_overflow,50,1278,size_t bool,"Add two integers, checking for overflow."
SDL_size_mul_check_overflow,50,1277,size_t bool,"Multiply two integers, checking for overflow."
SDL_snprintf,50,1212,char size_t int,This works exactly like snprintf() but doesn't require access to a C runtime.
SDL_sqrt,50,1269,double,Compute the square root of `x`.
SDL_sqrtf,50,1270,float,Compute the square root of `x`.
SDL_srand,50,1218,Uint64,Seeds the pseudo-random number generator.
SDL_sscanf,50,1210,char int,This works exactly like sscanf() but doesn't require access to a C runtime.
SDL_strcasecmp,50,1204,char int,"Compare two null-terminated UTF-8 strings, case-insensitively."
SDL_strcasestr,50,1185,char,"Search a UTF-8 string for the first instance of a specific substring, case-insensitively."
SDL_strchr,50,1181,char int,Search a string for the first instance of a specific byte.
SDL_strcmp,50,1202,char int,Compare two null-terminated UTF-8 strings.
SDL_strdup,50,1176,char,Allocate a copy of a string.
SDL_strlcat,50,1175,char size_t,Concatenate strings.
SDL_strlcpy,50,1173,char size_t,Copy a string.
SDL_strlen,50,1171,char size_t,This works exactly like strlen() but doesn't require access to a C runtime.
SDL_strlwr,50,1180,char,Convert a string to lowercase.
SDL_strncasecmp,50,1205,char size_t int,"Compare two UTF-8 strings, case-insensitively, up to a number of bytes."
SDL_strncmp,50,1203,char size_t int,Compare two UTF-8 strings up to a number of bytes.
SDL_strndup,50,1177,char size_t,"Allocate a copy of a string, up to n characters."
SDL_strnlen,50,1172,char size_t,This works exactly like strnlen() but doesn't require access to a C runtime.
SDL_strnstr,50,1184,char size_t,"Search a string, up to n bytes, for the first instance of a specific substring."
SDL_strpbrk,50,1206,char,"Searches a string for the first occurrence of any character contained in a breakset, and returns a pointer from the string to that character."
SDL_strrchr,50,1182,char int,Search a string for the last instance of a specific byte.
SDL_strrev,50,1178,char,Reverse a string's contents.
SDL_strstr,50,1183,char,Search a string for the first instance of a specific substring.
SDL_strtod,50,1201,char double,Parse a `double` from a string.
SDL_strtok_r,50,1186,char,This works exactly like strtok_r() but doesn't require access to a C runtime.
SDL_strtol,50,1197,char int long,Parse a `long` from a string.
SDL_strtoll,50,1199,char int,Parse a `long long` from a string.
SDL_strtoul,50,1198,char int,Parse an `unsigned long` from a string.
SDL_strtoull,50,1200,char int,Parse an `unsigned long long` from a string.
SDL_strupr,50,1179,char,Convert a string to uppercase.
SDL_swprintf,50,1213,wchar_t size_t int,This works exactly like swprintf() but doesn't require access to a C runtime.
SDL_tan,50,1271,double,Compute the tangent of `x`.
SDL_tanf,50,1272,float,Compute the tangent of `x`.
SDL_tolower,50,1147,int,Convert low-ASCII English letters to lowercase.
SDL_toupper,50,1146,int,Convert low-ASCII English letters to uppercase.
SDL_trunc,50,1245,double,Truncate `x` to an integer.
SDL_truncf,50,1246,float,Truncate `x` to an integer.
SDL_uitoa,50,1190,char int,Convert an unsigned integer into a string.
SDL_ulltoa,50,1194,char int,Convert an unsigned long long integer into a string.
SDL_ultoa,50,1192,char int,Convert an unsigned long integer into a string.
SDL_unsetenv_unsafe,50,1128,char int,Clear a variable from the environment.
SDL_utf8strlcpy,50,1174,char size_t,Copy an UTF-8 string.
SDL_utf8strlen,50,1187,char size_t,Count the number of codepoints in a UTF-8 string.
SDL_utf8strnlen,50,1188,char size_t,"Count the number of codepoints in a UTF-8 string, up to n bytes."
SDL_vasprintf,50,1217,char va_list int,This works exactly like vasprintf() but doesn't require access to a C runtime.
SDL_vsnprintf,50,1214,char size_t va_list int,This works exactly like vsnprintf() but doesn't require access to a C runtime.
SDL_vsscanf,50,1211,char va_list int,This works exactly like vsscanf() but doesn't require access to a C runtime.
SDL_vswprintf,50,1215,wchar_t size_t va_list int,This works exactly like vswprintf() but doesn't require access to a C runtime.
SDL_wcscasecmp,50,1165,wchar_t int,"Compare two null-terminated wide strings, case-insensitively."
SDL_wcscmp,50,1163,wchar_t int,Compare two null-terminated wide strings.
SDL_wcsdup,50,1160,wchar_t,Allocate a copy of a wide string.
SDL_wcslcat,50,1159,wchar_t size_t,Concatenate wide strings.
SDL_wcslcpy,50,1158,wchar_t size_t,Copy a wide string.
SDL_wcslen,50,1156,wchar_t size_t,This works exactly like wcslen() but doesn't require access to a C runtime.
SDL_wcsncasecmp,50,1166,wchar_t size_t int,"Compare two wide strings, case-insensitively, up to a number of wchar_t."
SDL_wcsncmp,50,1164,wchar_t size_t int,Compare two wide strings up to a number of wchar_t values.
SDL_wcsnlen,50,1157,wchar_t size_t,This works exactly like wcsnlen() but doesn't require access to a C runtime.
SDL_wcsnstr,50,1162,wchar_t size_t,"Search a wide string, up to n wide chars, for the first instance of a specific substring."
SDL_wcsstr,50,1161,wchar_t,Search a wide string for the first instance of a specific substring.
SDL_wcstol,50,1167,wchar_t int long,Parse a `long` from a wide string.
SDL_wcstoll,50,1169,wchar_t int,Parse a `long long` from a wide string.
SDL_wcstoul,50,1168,wchar_t int,Parse an `unsigned long` from a wide string.
SDL_wcstoull,50,1170,wchar_t int,Parse an `unsigned long long` from a wide string.
