name,group,order,types,description
SDL_GetTextureAlphaModFloat,17,522,SDL_Texture float bool,Get the additional alpha value multiplied into render copy operations.
SDL_GetTextureBlendMode,17,524,SDL_Texture SDL_BlendMode bool,Get the blend mode used for texture copy operations.
SDL_GetTextureColorMod,17,517,SDL_Texture Uint8 bool,Get the additional color value multiplied into render copy operations.
SDL_GetTextureColorModFloat,17,518,SDL_Texture float bool,Get the additional color value multiplied into render copy operations.
SDL_GetTexturePalette,17,514,SDL_Texture SDL_Palette,Get the palette used by a texture.
SDL_GetTextureProperties,17,510,SDL_Texture SDL_PropertiesID,Get the properties associated with a texture.
SDL_GetTextureScaleMode,17,526,SDL_Texture SDL_ScaleMode bool,Get the scale mode used for texture scale operations.
SDL_GetTextureSize,17,512,SDL_Texture float bool,"Get the size of a texture, as floating point values."
SDL_GetThreadID,19,607,SDL_Thread SDL_ThreadID,Get the thread identifier for the specified thread.
SDL_GetThreadName,19,605,SDL_Thread char,Get the thread name as it was specified in SDL_CreateThread().
SDL_GetThreadState,19,610,SDL_Thread SDL_ThreadState,Get the current state of a thread.
SDL_GetTicks,16,483,Uint64,Get the number of milliseconds that have elapsed since the SDL library initialization.
SDL_GetTicksNS,16,484,Uint64,Get the number of nanoseconds since SDL library initialization.
SDL_GetTouchDeviceName,10,248,SDL_TouchID char,Get the touch device name as reported from the driver.
SDL_GetTouchDeviceType,10,249,SDL_TouchID SDL_TouchDeviceType,Get the type of the given touch device.
SDL_GetTouchDevices,10,247,int SDL_TouchID,Get a list of registered touch devices.
SDL_GetTouchFingers,10,250,SDL_TouchID int SDL_Finger,Get a list of active fingers for a given touch device.
SDL_GetTrayEntries,34,883,SDL_TrayMenu int SDL_TrayEntry,"Returns a list of entries in the menu, in order."
SDL_GetTrayEntryChecked,34,889,SDL_TrayEntry bool,Gets whether or not an entry is checked.
SDL_GetTrayEntryEnabled,34,891,SDL_TrayEntry bool,Gets whether or not an entry is enabled.
SDL_GetTrayEntryLabel,34,887,SDL_TrayEntry char,Gets the label of an entry.
SDL_GetTrayEntryParent,34,895,SDL_TrayEntry SDL_TrayMenu,Gets the menu containing a certain tray entry.
SDL_GetTrayMenu,34,881,SDL_Tray SDL_TrayMenu,Gets a previously created tray menu.
SDL_GetTrayMenuParentEntry,34,896,SDL_TrayMenu SDL_TrayEntry,"Gets the entry for which the menu is a submenu, if the current menu is a submenu."
SDL_GetTrayMenuParentTray,34,897,SDL_TrayMenu SDL_Tray,"Gets the tray for which this menu is the first-level menu, if the current menu isn't a submenu."
SDL_GetTraySubmenu,34,882,SDL_TrayEntry SDL_TrayMenu,Gets a previously created tray entry submenu.
SDL_GetUserFolder,22,661,SDL_Folder char,Finds the most suitable user folder for a specific purpose.
SDL_GetVersion,3,23,int,Get the version of SDL that is linked against your program.
SDL_GetVideoDriver,6,66,int char,Get the name of a built in video driver.
SDL_GetWindowAspectRatio,6,109,SDL_Window float bool,Get the aspect ratio of a window's client area.
SDL_GetWindowBordersSize,6,110,SDL_Window int bool,Get the size of a window's borders (decorations) around the client area.
SDL_GetWindowDisplayScale,6,86,SDL_Window float,Get the content display scale relative to a window's pixel size.
SDL_GetWindowFlags,6,99,SDL_Window SDL_WindowFlags,Get the window flags.
SDL_GetWindowFromEvent,7,197,SDL_Event SDL_Window,Get window associated with an event.
SDL_GetWindowFromID,6,96,SDL_WindowID SDL_Window,Get a window from a stored ID.
SDL_GetWindowFullscreenMode,6,88,SDL_Window SDL_DisplayMode,Query the display mode to use when a window is visible at fullscreen.
SDL_GetWindowICCProfile,6,89,SDL_Window size_t,Get the raw ICC profile data for the screen the window is currently on.
SDL_GetWindowID,6,95,SDL_Window SDL_WindowID,Get the numeric ID of a window.
SDL_GetWindowKeyboardGrab,6,137,SDL_Window bool,Get a window's keyboard grab mode.
SDL_GetWindowMaximumSize,6,115,SDL_Window int bool,Get the maximum size of a window's client area.
SDL_GetWindowMinimumSize,6,113,SDL_Window int bool,Get the minimum size of a window's client area.
SDL_GetWindowMouseGrab,6,138,SDL_Window bool,Get a window's mouse grab mode.
SDL_GetWindowMouseRect,6,141,SDL_Window SDL_Rect,Get the mouse confinement rectangle of a window.
SDL_GetWindowOpacity,6,143,SDL_Window float,Get the opacity of a window.
SDL_GetWindowParent,6,97,SDL_Window,Get parent of a window.
SDL_GetWindowPixelDensity,6,85,SDL_Window float,Get the pixel density of a window.
SDL_GetWindowPixelFormat,6,90,SDL_Window SDL_PixelFormat,Get the pixel format associated with the window.
SDL_GetWindowPosition,6,104,SDL_Window int bool,Get the position of a window.
SDL_GetWindowProgressState,6,152,SDL_Window SDL_ProgressState,Get the state of the progress bar for the given windowâs taskbar icon.
SDL_GetWindowProgressValue,6,154,SDL_Window float,Get the value of the progress bar for the given windowâs taskbar icon.
SDL_GetWindowProperties,6,98,SDL_Window SDL_PropertiesID,Get the properties associated with a window.
SDL_GetWindowRelativeMouseMode,9,234,SDL_Window bool,Query whether relative mouse mode is enabled for a window.
SDL_GetWindowSafeArea,6,107,SDL_Window SDL_Rect bool,Get the safe area for this window.
SDL_GetWindowSize,6,106,SDL_Window int bool,Get the size of a window's client area.
SDL_GetWindowSizeInPixels,6,111,SDL_Window int bool,"Get the size of a window's client area, in pixels."
SDL_GetWindowSurface,6,129,SDL_Window SDL_Surface,Get the SDL surface associated with the window.
SDL_GetWindowSurfaceVSync,6,131,SDL_Window int bool,Get VSync for the window surface.
SDL_GetWindowTitle,6,101,SDL_Window char,Get the title of a window.
SDL_GetWindows,6,91,int SDL_Window,Get a list of valid windows.
SDL_GlobDirectory,22,668,char SDL_GlobFlags int,"Enumerate a directory tree, filtered by pattern, and return a list."
SDL_GlobStorageDirectory,25,745,SDL_Storage char SDL_GlobFlags int,"Enumerate a directory tree, filtered by pattern, and return a list."
SDL_HapticEffectSupported,13,400,SDL_Haptic SDL_HapticEffect bool,Check to see if an effect is supported by a haptic device.
SDL_HapticRumbleSupported,13,412,SDL_Haptic bool,Check whether rumble is supported on a haptic device.
SDL_HasARMSIMD,45,1058,bool,Determine whether the CPU has ARM SIMD (ARMv6) features.
SDL_HasAVX,45,1055,bool,Determine whether the CPU has AVX features.
SDL_HasAVX2,45,1056,bool,Determine whether the CPU has AVX2 features.
SDL_HasAVX512F,45,1057,bool,Determine whether the CPU has AVX-512F (foundation) features.
SDL_HasAltiVec,45,1048,bool,Determine whether the CPU has AltiVec features.
SDL_HasClipboardData,32,869,char bool,Query whether there is data in the clipboard for the provided mime type.
SDL_HasClipboardText,32,862,bool,Query whether the clipboard exists and contains a non-empty text string.
SDL_HasEvent,7,181,Uint32 bool,Check for the existence of a certain event type in the event queue.
SDL_HasEvents,7,182,Uint32 bool,Check for the existence of certain event types in the event queue.
SDL_HasExactlyOneBitSet32,42,1035,Uint32 bool,Determine if a unsigned 32-bit value has exactly one bit set.
SDL_HasGamepad,11,259,bool,Return whether a gamepad is currently connected.
SDL_HasJoystick,12,329,bool,Return whether a joystick is currently connected.
SDL_HasKeyboard,8,199,bool,Return whether a keyboard is currently connected.
SDL_HasLASX,45,1062,bool,Determine whether the CPU has LASX (LOONGARCH SIMD) features.
SDL_HasLSX,45,1061,bool,Determine whether the CPU has LSX (LOONGARCH SIMD) features.
SDL_HasMMX,45,1049,bool,Determine whether the CPU has MMX features.
SDL_HasMouse,9,223,bool,Return whether a mouse is currently connected.
SDL_HasNEON,45,1059,bool,Determine whether the CPU has NEON (ARM SIMD) features.
SDL_HasPrimarySelectionText,32,865,bool,Query whether the primary selection exists and contains a non-empty text string.
SDL_HasProperty,4,36,SDL_PropertiesID char bool,Return whether a property exists in a group of properties.
SDL_HasRectIntersection,29,829,SDL_Rect bool,Determine whether two rectangles intersect.
SDL_HasRectIntersectionFloat,29,838,SDL_FRect bool,Determine whether two rectangles intersect with float precision.
SDL_HasSSE,45,1050,bool,Determine whether the CPU has SSE features.
SDL_HasSSE2,45,1051,bool,Determine whether the CPU has SSE2 features.
SDL_HasSSE3,45,1052,bool,Determine whether the CPU has SSE3 features.
SDL_HasSSE41,45,1053,bool,Determine whether the CPU has SSE4.1 features.
SDL_HasSSE42,45,1054,bool,Determine whether the CPU has SSE4.2 features.
SDL_HasSVE2,45,1060,bool,Determine whether the CPU has SVE2 (Scalable Vector Extension 2).
SDL_HasScreenKeyboardSupport,8,221,bool,Check whether the platform has screen keyboard support.
SDL_HideCursor,9,245,bool,Hide the cursor.
SDL_HideWindow,6,121,SDL_Window bool,Hide a window.
SDL_IOFromConstMem,23,672,size_t SDL_IOStream,Use this function to prepare a read-only memory buffer for use with SDL_IOStream.
SDL_IOFromDynamicMem,23,673,SDL_IOStream,Use this function to create an SDL_IOStream that is backed by dynamically allocated memory.
SDL_IOFromFile,23,670,char SDL_IOStream,Use this function to create a new SDL_IOStream structure for reading from and/or writing to a named file.
SDL_IOFromMem,23,671,size_t SDL_IOStream,Use this function to prepare a read-write memory buffer for use with SDL_IOStream.
SDL_IOprintf,23,683,SDL_IOStream char size_t,Print to an SDL_IOStream data stream.
SDL_IOvprintf,23,684,SDL_IOStream char va_list size_t,Print to an SDL_IOStream data stream.
SDL_Init,0,0,SDL_InitFlags bool,Initialize the SDL library.
SDL_InitHapticRumble,13,413,SDL_Haptic bool,Initialize a haptic device for simple rumble playback.
SDL_InitSubSystem,0,1,SDL_InitFlags bool,Compatibility function to initialize the SDL library.
SDL_InsertGPUDebugLabel,36,922,SDL_GPUCommandBuffer char,Inserts an arbitrary string label into the command buffer callstream.
SDL_InsertTrayEntryAt,34,885,SDL_TrayMenu int char SDL_TrayEntryFlags SDL_TrayEntry,Insert a tray entry at a given position.
SDL_IsAudioDevicePhysical,14,425,SDL_AudioDeviceID bool,Determine if an audio device is physical (instead of logical).
SDL_IsAudioDevicePlayback,14,426,SDL_AudioDeviceID bool,Determine if an audio device is a playback device (instead of recording).
SDL_IsChromebook,47,1078,bool,Query if the application is running on a Chromebook.
SDL_IsDeXMode,47,1079,bool,Query if the application is running on a Samsung DeX docking station.
SDL_IsGamepad,11,261,SDL_JoystickID bool,Check if the given joystick is supported by the gamepad interface.
SDL_IsJoystickHaptic,13,393,SDL_Joystick bool,Query if a joystick has haptic features.
SDL_IsJoystickVirtual,12,344,SDL_JoystickID bool,Query whether or not a joystick is virtual.
SDL_IsMainThread,0,5,bool,Return whether this is the main thread.
SDL_IsMouseHaptic,13,391,bool,Query whether or not the current mouse has haptic capabilities.
SDL_IsPhone,47,1088,bool,Query if the current device is a phone.
SDL_IsTV,47,1090,bool,Query if the current device is a TV.
SDL_IsTablet,47,1089,bool,Query if the current device is a tablet.
SDL_IsUbuntuTouch,47,1103,bool,Detect whether the current platform is Ubuntu Touch.
SDL_JoystickConnected,12,364,SDL_Joystick bool,Get the status of a specified joystick.
SDL_JoystickEventsEnabled,12,371,bool,Query the state of joystick event processing.
SDL_KillProcess,41,1031,SDL_Process bool,Stop a process.
SDL_LoadBMP,27,775,char SDL_Surface,Load a BMP image from a file.
SDL_LoadBMP_IO,27,774,SDL_IOStream bool SDL_Surface,Load a BMP image from a seekable SDL data stream.
SDL_LoadFile,23,687,char size_t,Load all the data from a file path.
SDL_LoadFileAsync,24,728,char SDL_AsyncIOQueue bool,"Load all the data from a file path, asynchronously."
SDL_LoadFile_IO,23,686,SDL_IOStream size_t bool,Load all the data from an SDL data stream.
SDL_LoadFunction,18,601,SDL_SharedObject char SDL_FunctionPointer,Look up the address of the named function in a shared object.
SDL_LoadJPG,27,783,char SDL_Surface,Load a JPEG image from a file.
SDL_LoadJPG_IO,27,782,SDL_IOStream bool SDL_Surface,Load a JPEG image from a seekable SDL data stream.
SDL_LoadObject,18,600,char SDL_SharedObject,Dynamically load a shared object.
SDL_LoadPNG,27,779,char SDL_Surface,Load a PNG image from a file.
SDL_LoadPNG_IO,27,778,SDL_IOStream bool SDL_Surface,Load a PNG image from a seekable SDL data stream.
SDL_LoadSurface,27,773,char SDL_Surface,"Load a BMP, PNG or JPEG image from a file."
SDL_LoadSurface_IO,27,772,SDL_IOStream bool SDL_Surface,"Load a BMP, PNG or JPEG image from a seekable SDL data stream."
SDL_LoadWAV,14,469,char SDL_AudioSpec Uint8 Uint32 bool,Loads a WAV from a file path.
SDL_LoadWAV_IO,14,468,SDL_IOStream bool SDL_AudioSpec Uint8 Uint32,Load the audio data of a WAVE file into memory.
SDL_LockAudioStream,14,461,SDL_AudioStream bool,Lock an audio stream for serialized access.
SDL_LockJoysticks,12,326,,Locking for atomic access to the joystick API.
SDL_LockMutex,20,616,SDL_Mutex,Lock the mutex.
SDL_LockProperties,4,28,SDL_PropertiesID bool,Lock a group of properties.
SDL_LockRWLockForReading,20,621,SDL_RWLock,Lock the read/write lock for _read only_ operations.
SDL_LockRWLockForWriting,20,622,SDL_RWLock,Lock the read/write lock for _write_ operations.
SDL_LockSpinlock,21,644,SDL_SpinLock,Lock a spin lock by setting it to a non-zero value.
SDL_LockSurface,27,770,SDL_Surface bool,Set up a surface for directly accessing the pixels.
SDL_LockTexture,17,530,SDL_Texture SDL_Rect int bool,Lock a portion of the texture for **write-only** pixel access.
SDL_LockTextureToSurface,17,531,SDL_Texture SDL_Rect SDL_Surface bool,"Lock a portion of the texture for **write-only** pixel access, and expose it as a SDL surface."
SDL_Log,5,52,char,Log a message with SDL_LOG_CATEGORY_APPLICATION and SDL_LOG_PRIORITY_INFO.
SDL_LogCritical,5,59,int char,Log a message with SDL_LOG_PRIORITY_CRITICAL.
SDL_LogDebug,5,55,int char,Log a message with SDL_LOG_PRIORITY_DEBUG.
SDL_LogError,5,58,int char,Log a message with SDL_LOG_PRIORITY_ERROR.
SDL_LogInfo,5,56,int char,Log a message with SDL_LOG_PRIORITY_INFO.
SDL_LogMessage,5,60,int SDL_LogPriority char,Log a message with the specified category and priority.
SDL_LogMessageV,5,61,int SDL_LogPriority char va_list,Log a message with the specified category and priority.
SDL_LogTrace,5,53,int char,Log a message with SDL_LOG_PRIORITY_TRACE.
SDL_LogVerbose,5,54,int char,Log a message with SDL_LOG_PRIORITY_VERBOSE.
SDL_LogWarn,5,57,int char,Log a message with SDL_LOG_PRIORITY_WARN.
SDL_MapGPUTransferBuffer,36,963,SDL_GPUDevice SDL_GPUTransferBuffer bool,Maps a transfer buffer into application address space.
SDL_MapRGB,26,753,SDL_PixelFormatDetails SDL_Palette Uint8 Uint32,Map an RGB triple to an opaque pixel value for a given pixel format.
SDL_MapRGBA,26,754,SDL_PixelFormatDetails SDL_Palette Uint8 Uint32,Map an RGBA quadruple to a pixel value for a given pixel format.
SDL_MapSurfaceRGB,27,818,SDL_Surface Uint8 Uint32,Map an RGB triple to an opaque pixel value for a surface.
SDL_MapSurfaceRGBA,27,819,SDL_Surface Uint8 Uint32,Map an RGBA quadruple to a pixel value for a surface.
SDL_MaximizeWindow,6,123,SDL_Window bool,Request that the window be made as large as possible.
SDL_MemoryBarrierAcquireFunction,21,647,,Insert a memory acquire barrier (function version).
SDL_MemoryBarrierReleaseFunction,21,646,,Insert a memory release barrier (function version).
SDL_Metal_CreateView,38,1007,SDL_Window SDL_MetalView,Create a CAMetalLayer-backed NSView/UIView and attach it to the specified window.
SDL_Metal_DestroyView,38,1008,SDL_MetalView,Destroy an existing SDL_MetalView object.
SDL_Metal_GetLayer,38,1009,SDL_MetalView,Get a pointer to the backing CAMetalLayer for the given view.
SDL_MinimizeWindow,6,124,SDL_Window bool,Request that the window be minimized to an iconic representation.
SDL_MixAudio,14,470,Uint8 SDL_AudioFormat Uint32 float bool,Mix audio data in a specified format.
SDL_MostSignificantBitIndex32,42,1034,Uint32 int,Get the index of the most significant (set) bit in a 32-bit number.
SDL_OnApplicationDidChangeStatusBarOrientation,47,1100,,Let iOS apps with external event handling report onApplicationDidChangeStatusBarOrientation.
SDL_OnApplicationDidEnterBackground,47,1097,,Let iOS apps with external event handling report onApplicationDidEnterBackground.
SDL_OnApplicationDidEnterForeground,47,1099,,Let iOS apps with external event handling report onApplicationDidBecomeActive.
SDL_OnApplicationDidReceiveMemoryWarning,47,1095,,Let iOS apps with external event handling report onApplicationDidReceiveMemoryWarning.
SDL_OnApplicationWillEnterBackground,47,1096,,Let iOS apps with external event handling report onApplicationWillResignActive.
SDL_OnApplicationWillEnterForeground,47,1098,,Let iOS apps with external event handling report onApplicationWillEnterForeground.
SDL_OnApplicationWillTerminate,47,1094,,Let iOS apps with external event handling report onApplicationWillTerminate.
SDL_OpenAudioDevice,14,424,SDL_AudioDeviceID SDL_AudioSpec,Open a specific audio device.
SDL_OpenAudioDeviceStream,14,466,SDL_AudioDeviceID SDL_AudioSpec SDL_AudioStreamCallback SDL_AudioStream,Convenience function for straightforward audio init for the common case.
SDL_OpenCamera,30,850,SDL_CameraID SDL_CameraSpec SDL_Camera,"Open a video recording device (a ""camera"")."
SDL_OpenFileStorage,25,731,char SDL_Storage,Opens up a container for local filesystem storage.
SDL_OpenGamepad,11,272,SDL_JoystickID SDL_Gamepad,Open a gamepad for use.
SDL_OpenHaptic,13,387,SDL_HapticID SDL_Haptic,Open a haptic device for use.
SDL_OpenHapticFromJoystick,13,394,SDL_Joystick SDL_Haptic,Open a haptic device for use from a joystick device.
SDL_OpenHapticFromMouse,13,392,SDL_Haptic,Try to open a haptic device from the current mouse.
SDL_OpenIO,23,674,SDL_IOStreamInterface SDL_IOStream,Create a custom SDL_IOStream.
SDL_OpenJoystick,12,339,SDL_JoystickID SDL_Joystick,Open a joystick for use.
SDL_OpenSensor,40,1015,SDL_SensorID SDL_Sensor,Open a sensor for use.
SDL_OpenStorage,25,732,SDL_StorageInterface SDL_Storage,Opens up a container using a client-provided storage interface.
SDL_OpenTitleStorage,25,729,char SDL_PropertiesID SDL_Storage,Opens up a read-only container for the application's filesystem.
SDL_OpenURL,48,1104,char bool,Open a URL/URI in the browser or other appropriate external application.
SDL_OpenUserStorage,25,730,char SDL_PropertiesID SDL_Storage,Opens up a container for a user's unique read/write filesystem.
SDL_OutOfMemory,2,20,bool,Set an error indicating that memory allocation failed.
SDL_PauseAudioDevice,14,427,SDL_AudioDeviceID bool,Use this function to pause audio playback on a specified device.
SDL_PauseAudioStreamDevice,14,458,SDL_AudioStream bool,Use this function to pause audio playback on the audio device associated with an audio stream.
SDL_PauseHaptic,13,409,SDL_Haptic bool,Pause a haptic device.
SDL_PeepEvents,7,180,SDL_Event int SDL_EventAction Uint32,Check the event queue for messages and optionally return them.
SDL_PlayHapticRumble,13,414,SDL_Haptic float Uint32 bool,Run a simple rumble effect on a haptic device.
SDL_PointInRect,29,826,SDL_Point SDL_Rect bool,Determine whether a point resides inside a rectangle.
SDL_PointInRectFloat,29,834,SDL_FPoint SDL_FRect bool,Determine whether a point resides inside a floating point rectangle.
SDL_PollEvent,7,185,SDL_Event bool,Poll for currently pending events.
SDL_PopGPUDebugGroup,36,924,SDL_GPUCommandBuffer,Ends the most-recently pushed debug group.
SDL_PremultiplyAlpha,27,805,int SDL_PixelFormat bool,Premultiply the alpha on a block of pixels.
SDL_PremultiplySurfaceAlpha,27,806,SDL_Surface bool,Premultiply the alpha in a surface.
SDL_PumpEvents,7,179,,"Pump the event loop, gathering events from the input devices."
SDL_PushEvent,7,188,SDL_Event bool,Add an event to the event queue.
SDL_PushGPUComputeUniformData,36,935,SDL_GPUCommandBuffer Uint32,Pushes data to a uniform slot on the command buffer.
SDL_PushGPUDebugGroup,36,923,SDL_GPUCommandBuffer char,Begins a debug group with an arbitrary name.
SDL_PushGPUFragmentUniformData,36,934,SDL_GPUCommandBuffer Uint32,Pushes data to a fragment uniform slot on the command buffer.
SDL_PushGPUVertexUniformData,36,933,SDL_GPUCommandBuffer Uint32,Pushes data to a vertex uniform slot on the command buffer.
SDL_PutAudioStreamData,14,450,SDL_AudioStream int bool,Add data to the stream.
SDL_PutAudioStreamDataNoCopy,14,451,SDL_AudioStream int SDL_AudioStreamDataCompleteCallback bool,Add external data to an audio stream without copying it.
SDL_PutAudioStreamPlanarData,14,452,SDL_AudioStream int bool,Add data to the stream with each channel in a separate array.
SDL_QueryGPUFence,36,990,SDL_GPUDevice SDL_GPUFence bool,Checks the status of a fence.
SDL_Quit,0,4,,Clean up all initialized subsystems.
SDL_QuitSubSystem,0,2,SDL_InitFlags,Shut down specific SDL subsystems.
SDL_RaiseWindow,6,122,SDL_Window bool,Request that a window be raised above other windows and gain the input focus.
SDL_ReadAsyncIO,24,720,SDL_AsyncIO Uint64 SDL_AsyncIOQueue bool,Start an async read.
SDL_ReadIO,23,681,SDL_IOStream size_t,Read from a data source.
SDL_ReadProcess,41,1028,SDL_Process size_t int,Read all the output from a process.
SDL_ReadS16BE,23,695,SDL_IOStream Sint16 bool,Use this function to read 16 bits of big-endian data from an SDL_IOStream and return in native format.
SDL_ReadS16LE,23,693,SDL_IOStream Sint16 bool,Use this function to read 16 bits of little-endian data from an SDL_IOStream and return in native format.
SDL_ReadS32BE,23,699,SDL_IOStream Sint32 bool,Use this function to read 32 bits of big-endian data from an SDL_IOStream and return in native format.
SDL_ReadS32LE,23,697,SDL_IOStream Sint32 bool,Use this function to read 32 bits of little-endian data from an SDL_IOStream and return in native format.
SDL_ReadS64BE,23,703,SDL_IOStream Sint64 bool,Use this function to read 64 bits of big-endian data from an SDL_IOStream and return in native format.
SDL_ReadS64LE,23,701,SDL_IOStream Sint64 bool,Use this function to read 64 bits of little-endian data from an SDL_IOStream and return in native format.
SDL_ReadS8,23,691,SDL_IOStream Sint8 bool,Use this function to read a signed byte from an SDL_IOStream.
SDL_ReadStorageFile,25,736,SDL_Storage char Uint64 bool,Synchronously read a file from a storage container into a client-provided buffer.
SDL_ReadSurfacePixel,27,820,SDL_Surface int Uint8 bool,Retrieves a single pixel from a surface as RGBA in the sRGB colorspace.
SDL_ReadSurfacePixelFloat,27,821,SDL_Surface int float bool,Retrieves a single pixel from a surface as RGBA in the sRGB colorspace.
SDL_ReadU16BE,23,694,SDL_IOStream Uint16 bool,Use this function to read 16 bits of big-endian data from an SDL_IOStream and return in native format.
SDL_ReadU16LE,23,692,SDL_IOStream Uint16 bool,Use this function to read 16 bits of little-endian data from an SDL_IOStream and return in native format.
SDL_ReadU32BE,23,698,SDL_IOStream Uint32 bool,Use this function to read 32 bits of big-endian data from an SDL_IOStream and return in native format.
